cas,chemical_name,wave,original_selection_status,selection_source,true_cameo_groups,sole_group_of,section10_categories,section10_has_real_evidence,signature_peer_count,signature_rank,unique_risk_pair_types,safety_flag,in_eval_testset_FYI_NOT_USED_IN_DECISION,recommendation,reason
105-56-6,ETHYL CYANOACETATE,wave1,UNSUPPORTED,wave1_topup,27;45,,no_data,False,0,unique_signature_no_duplicate,0,NOT_CHECKED,True,REVIEW,"true_groups 조합 (27, 45)은 유일하나 §10 실질근거 없음(자료없음뿐) — group은 scarce 아님, 자동판정 보류"
100-02-7,4-NITROPHENOL,wave1,UNSUPPORTED,wave1_topup,46;55,,metal,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,True,KEEP_EMPIRICAL,"true_groups 조합 (46, 55)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['metal'])"
1002-89-7,AMMONIUM STEARATE,wave1,UNSUPPORTED,wave1_topup,47,,no_data,False,5,rank_3_of_6,0,NOT_CHECKED,True,REMOVE_CANDIDATE,"동일 true_groups=(47,) 물질 6종 중 3순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
10025-73-7,CHROMIC CHLORIDE,wave1,UNSUPPORTED,wave1_topup,47,,no_data,False,5,rank_4_of_6,0,NOT_CHECKED,True,REMOVE_CANDIDATE,"동일 true_groups=(47,) 물질 6종 중 4순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
10101-63-0,LEAD IODIDE,wave1,UNSUPPORTED,wave1_topup,47,,no_data,False,5,rank_5_of_6,0,NOT_CHECKED,True,REMOVE_CANDIDATE,"동일 true_groups=(47,) 물질 6종 중 5순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
10102-50-8,FERROUS ARSENATE,wave1,UNSUPPORTED,wave1_topup,47,,no_data,False,5,rank_6_of_6,0,NOT_CHECKED,True,REMOVE_CANDIDATE,"동일 true_groups=(47,) 물질 6종 중 6순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
1271-28-9,NICKELOCENE,wave1,REVIEW,wave1_topup,49,,no_data,False,1,rank_1_of_2,0,REVIEWED_H351_KEPT(01_collection/backfill_round3_manual_picks.py),True,REVIEW,"동일 true_groups=(49,) 물질 2종 전부 §10 실질근거 없음 — 그중 1순위지만 근거 자체가 빈약"
13007-92-6,CHROMIUM CARBONYL,wave1,REVIEW,manual_addition,49,,no_data,False,1,rank_2_of_2,0,NOT_CHECKED,True,REMOVE_CANDIDATE,"동일 true_groups=(49,) 물질 2종 중 2순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
10034-81-8,MAGNESIUM PERCHLORATE,wave1,UNSUPPORTED,wave1_topup,50,,combustible_reducing;water,True,29,rank_3_of_30,0,NOT_CHECKED,True,MERGE_CANDIDATE,"동일 true_groups=(50,) 물질 30종 중 3순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
10034-82-9,SODIUM CHROMATE TETRAHYDRATE,wave1,UNSUPPORTED,wave1_topup,50;61,,no_data,False,15,rank_12_of_16,0,NOT_CHECKED,True,REMOVE_CANDIDATE,"동일 true_groups=(50, 61) 물질 16종 중 12순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
10101-50-5,SODIUM PERMANGANATE,wave1,UNSUPPORTED,wave1_topup,50,,combustible_reducing;water,True,29,rank_4_of_30,0,NOT_CHECKED,True,MERGE_CANDIDATE,"동일 true_groups=(50,) 물질 30종 중 4순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
10118-76-0,CALCIUM PERMANGANATE,wave1,UNSUPPORTED,wave1_topup,50,,combustible_reducing;water,True,29,rank_5_of_30,0,NOT_CHECKED,True,MERGE_CANDIDATE,"동일 true_groups=(50,) 물질 30종 중 5순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
132259-10-0,"AIR, COMPRESSED",wave1,REVIEW,wave1_topup,50;51,,combustible_reducing;water,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,True,KEEP_EMPIRICAL,"true_groups 조합 (50, 51)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['combustible_reducing', 'water'])"
10048-95-0,SODIUM ARSENATE HEPTAHYDRATE,wave1,UNSUPPORTED,wave1_topup,51;61,,no_data,False,10,rank_3_of_11,0,NOT_CHECKED,True,REMOVE_CANDIDATE,"동일 true_groups=(51, 61) 물질 11종 중 3순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
10102-49-5,FERRIC ARSENATE,wave1,UNSUPPORTED,wave1_topup,51;61,,no_data,False,10,rank_4_of_11,0,NOT_CHECKED,True,REMOVE_CANDIDATE,"동일 true_groups=(51, 61) 물질 11종 중 4순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
1303-28-2,ARSENIC PENTOXIDE,wave1,UNSUPPORTED,wave1_topup,5;15;51,,no_data,False,0,unique_signature_no_duplicate,0,NOT_CHECKED,True,REVIEW,"true_groups 조합 (5, 15, 51)은 유일하나 §10 실질근거 없음(자료없음뿐) — group은 scarce 아님, 자동판정 보류"
1312-03-4,"MERCURIC SUBSULFATE, [SOLID]",wave1,UNSUPPORTED,wave1_topup,42;51;61,,no_data,False,0,unique_signature_no_duplicate,0,NOT_CHECKED,True,REVIEW,"true_groups 조합 (42, 51, 61)은 유일하나 §10 실질근거 없음(자료없음뿐) — group은 scarce 아님, 자동판정 보류"
105-64-6,DIISOPROPYL PEROXYDICARBONATE,wave1,UNSUPPORTED,wave1_topup,53,,combustible_reducing;water,True,1,rank_1_of_2,0,NOT_CHECKED,True,KEEP_EMPIRICAL,"동일 true_groups=(53,) 물질 2종 중 §10 근거 최상위(자기 근거 ['combustible_reducing', 'water'])"
105-74-8,LAUROYL PEROXIDE,wave1,UNSUPPORTED,wave1_topup,53,,combustible_reducing;water,True,1,rank_2_of_2,0,NOT_CHECKED,True,MERGE_CANDIDATE,"동일 true_groups=(53,) 물질 2종 중 2순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
131-52-2,SODIUM PENTACHLOROPHENATE,wave1,UNSUPPORTED,wave1_topup,16;54,,combustible_reducing;metal;water,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,True,KEEP_EMPIRICAL,"true_groups 조합 (16, 54)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['combustible_reducing', 'metal', 'water'])"
101-18-8,3-HYDROXY-N-PHENYLANILINE,wave1,UNSUPPORTED,wave1_topup,14;55,,combustible_reducing;water,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,True,KEEP_EMPIRICAL,"true_groups 조합 (14, 55)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['combustible_reducing', 'water'])"
10169-02-5,C.I. ACID RED 97,wave1,UNSUPPORTED,wave1_topup,17;55;61;66,,no_data,False,0,unique_signature_no_duplicate,0,NOT_CHECKED,True,REVIEW,"true_groups 조합 (17, 55, 61, 66)은 유일하나 §10 실질근거 없음(자료없음뿐) — group은 scarce 아님, 자동판정 보류"
105-60-2,CAPROLACTAM,wave1,UNSUPPORTED,wave1_topup,12;56,,combustible_reducing;water,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,True,KEEP_EMPIRICAL,"true_groups 조합 (12, 56)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['combustible_reducing', 'water'])"
106-87-6,1-VINYL-3-CYCLOHEXENE DIOXIDE,wave1,UNSUPPORTED,wave1_topup,26;56,,metal,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,True,KEEP_EMPIRICAL,"true_groups 조합 (26, 56)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['metal'])"
10039-54-0,HYDROXYLAMINE SULFATE,wave1,UNSUPPORTED,wave1_topup,58;60,,combustible_reducing;metal;water,True,3,rank_1_of_4,0,NOT_CHECKED,True,KEEP_EMPIRICAL,"동일 true_groups=(58, 60) 물질 4종 중 §10 근거 최상위(자기 근거 ['combustible_reducing', 'metal', 'water'])"
10026-17-2,COBALT FLUORIDE,wave1,UNSUPPORTED,wave1_topup,59;61,,combustible_reducing;metal;water,True,6,rank_1_of_7,0,NOT_CHECKED,True,KEEP_EMPIRICAL,"동일 true_groups=(59, 61) 물질 7종 중 §10 근거 최상위(자기 근거 ['combustible_reducing', 'metal', 'water'])"
101-02-0,TRIPHENYL PHOSPHITE,wave1,UNSUPPORTED,wave1_topup,59;66,,no_data,False,1,rank_2_of_2,0,NOT_CHECKED,True,REMOVE_CANDIDATE,"동일 true_groups=(59, 66) 물질 2종 중 2순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
10031-13-7,LEAD(II) ARSENITE,wave1,UNSUPPORTED,wave1_topup,61,,no_data,False,0,unique_signature_no_duplicate,0,NOT_CHECKED,True,REVIEW,"true_groups 조합 (61,)은 유일하나 §10 실질근거 없음(자료없음뿐) — group은 scarce 아님, 자동판정 보류"
10102-20-2,SODIUM TELLURITE,wave1,UNSUPPORTED,wave1_topup,59;61,,no_data,False,6,rank_7_of_7,0,NOT_CHECKED,True,REMOVE_CANDIDATE,"동일 true_groups=(59, 61) 물질 7종 중 7순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
1185-81-5,DIBUTYLTIN-BIS(LAURYL MERCAPTIDE),wave1,UNSUPPORTED,wave1_topup,49;63,,combustible_reducing;water,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,True,KEEP_EMPIRICAL,"true_groups 조합 (49, 63)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['combustible_reducing', 'water'])"
12035-72-2,NICKEL SUBSULFIDE,wave1,UNSUPPORTED,wave1_topup,63,,combustible_reducing;metal;water,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,True,KEEP_EMPIRICAL,"true_groups 조합 (63,)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['combustible_reducing', 'metal', 'water'])"
10192-30-0,"AMMONIUM BISULFITE, SOLID",wave1,UNSUPPORTED,wave1_topup,60;65;68,,combustible_reducing;metal;water,True,1,rank_1_of_2,0,NOT_CHECKED,True,KEEP_EMPIRICAL,"동일 true_groups=(60, 65, 68) 물질 2종 중 §10 근거 최상위(자기 근거 ['combustible_reducing', 'metal', 'water'])"
10196-04-0,AMMONIUM SULFITE,wave1,UNSUPPORTED,wave1_topup,60;65,,combustible_reducing;water,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,True,KEEP_EMPIRICAL,"true_groups 조합 (60, 65)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['combustible_reducing', 'water'])"
10431-47-7,POTASSIUM SELENITE,wave1,UNSUPPORTED,wave1_topup,65,,no_data,False,2,rank_3_of_3,0,NOT_CHECKED,True,REMOVE_CANDIDATE,"동일 true_groups=(65,) 물질 3종 중 3순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
13718-59-7,BARIUM SELENITE,wave1,UNSUPPORTED,wave1_topup,65,,combustible_reducing;metal;water,True,2,rank_1_of_3,0,NOT_CHECKED,True,KEEP_EMPIRICAL,"동일 true_groups=(65,) 물질 3종 중 §10 근거 최상위(자기 근거 ['combustible_reducing', 'metal', 'water'])"
13774-25-9,MAGNESIUM BISULFITE SOLUTION,wave1,UNSUPPORTED,wave1_topup,65;68,,combustible_reducing;metal;water,True,3,rank_1_of_4,0,NOT_CHECKED,True,KEEP_EMPIRICAL,"동일 true_groups=(65, 68) 물질 4종 중 §10 근거 최상위(자기 근거 ['combustible_reducing', 'metal', 'water'])"
1071-83-6,GLYPHOSATE,wave1,UNSUPPORTED,wave1_topup,2;14;66,,combustible_reducing;water,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,True,KEEP_EMPIRICAL,"true_groups 조합 (2, 14, 66)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['combustible_reducing', 'water'])"
111-54-6,"ETHYLENEBISDITHIOCARBAMIC ACID, SALTS AND ESTERS",wave1,UNSUPPORTED,wave1_topup,5;67,,no_data,False,0,unique_signature_no_duplicate,0,NOT_CHECKED,True,REVIEW,"true_groups 조합 (5, 67)은 유일하나 §10 실질근거 없음(자료없음뿐) — group은 scarce 아님, 자동판정 보류"
10043-01-3,"ALUMINUM SULFATE, SOLID",wave1,UNSUPPORTED,wave1_topup,60;68,,combustible_reducing;water,True,5,rank_5_of_6,0,NOT_CHECKED,True,MERGE_CANDIDATE,"동일 true_groups=(60, 68) 물질 6종 중 5순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7440-17-7,RUBIDIUM,wave2,REVIEW,wave2_expansion,40,,water,True,4,rank_2_of_5,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(40,) 물질 5종 중 2순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7440-23-5,SODIUM,wave2,DUPLICATE,wave2_expansion,40,,no_data,False,4,rank_5_of_5,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(40,) 물질 5종 중 5순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
7440-46-2,CESIUM,wave2,DUPLICATE,wave2_expansion,40,,water,True,4,rank_3_of_5,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(40,) 물질 5종 중 3순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7440-32-6,"TITANIUM POWDER, DRY",wave2,REVIEW,wave2_expansion,41;68,,water,True,2,rank_1_of_3,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"동일 true_groups=(41, 68) 물질 3종 중 §10 근거 최상위(자기 근거 ['water'])"
7440-36-0,ANTIMONY POWDER,wave2,REVIEW,wave2_expansion,41,,water,True,18,rank_8_of_19,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(41,) 물질 19종 중 8순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7440-39-3,BARIUM,wave2,DUPLICATE,wave2_expansion,41,,water,True,18,rank_9_of_19,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(41,) 물질 19종 중 9순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7440-43-9,CADMIUM,wave2,DUPLICATE,wave2_expansion,41,,no_data,False,18,rank_17_of_19,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(41,) 물질 19종 중 17순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
7440-45-1,"CERIUM, SLABS, INGOTS OR RODS",wave2,DUPLICATE,wave2_expansion,41,,water,True,18,rank_10_of_19,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(41,) 물질 19종 중 10순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7440-47-3,CHROMIUM,wave2,DUPLICATE,wave2_expansion,41,,combustible_reducing;water,True,18,rank_1_of_19,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"동일 true_groups=(41,) 물질 19종 중 §10 근거 최상위(자기 근거 ['combustible_reducing', 'water'])"
7440-48-4,COBALT,wave2,DUPLICATE,wave2_expansion,41,,water,True,18,rank_11_of_19,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(41,) 물질 19종 중 11순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7440-58-6,"HAFNIUM POWDER, DRY",wave2,DUPLICATE,wave2_expansion,41;68,,water,True,2,rank_2_of_3,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(41, 68) 물질 3종 중 2순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7440-62-2,VANADIUM (FUME OR DUST),wave2,DUPLICATE,wave2_expansion,41,,no_data,False,18,rank_18_of_19,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(41,) 물질 19종 중 18순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
7440-65-5,YTTRIUM,wave2,DUPLICATE,wave2_expansion,41,,water,True,18,rank_12_of_19,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(41,) 물질 19종 중 12순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7440-67-7,ZIRCONIUM POWDER WET,wave2,DUPLICATE,wave2_expansion,41;68,,water,True,2,rank_3_of_3,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(41, 68) 물질 3종 중 3순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7440-70-2,CALCIUM,wave2,DUPLICATE,wave2_expansion,41,,water,True,18,rank_14_of_19,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(41,) 물질 19종 중 14순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7440-74-6,INDIUM,wave2,DUPLICATE,wave2_expansion,41,,water,True,18,rank_15_of_19,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(41,) 물질 19종 중 15순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7782-49-2,SELENIUM POWDER,wave2,DUPLICATE,wave2_expansion,41,,no_data,False,18,rank_19_of_19,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(41,) 물질 19종 중 19순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
8049-17-0,FERROSILICON,wave2,DUPLICATE,wave2_expansion,41,,water,True,18,rank_16_of_19,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(41,) 물질 19종 중 16순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
13494-80-9,TELLURIUM,wave2,REVIEW,wave2_expansion,42,,no_data,False,13,rank_11_of_14,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(42,) 물질 14종 중 11순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
15385-58-7,MERCUROUS BROMIDE,wave2,REVIEW,wave2_expansion,42;47,,combustible_reducing;metal;water,True,4,rank_2_of_5,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(42, 47) 물질 5종 중 2순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
15829-53-5,MERCURY OXIDE,wave2,REVIEW,wave2_expansion,42;51,,no_data,False,1,rank_1_of_2,0,NOT_CHECKED,False,REVIEW,"동일 true_groups=(42, 51) 물질 2종 전부 §10 실질근거 없음 — 그중 1순위지만 근거 자체가 빈약"
21908-53-2,"MERCURIC OXIDE, [SOLID]",wave2,DUPLICATE,wave2_expansion,42;51,,no_data,False,1,rank_2_of_2,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(42, 51) 물질 2종 중 2순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
7439-92-1,LEAD,wave2,DUPLICATE,wave2_expansion,42,,combustible_reducing;water,True,13,rank_1_of_14,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"동일 true_groups=(42,) 물질 14종 중 §10 근거 최상위(자기 근거 ['combustible_reducing', 'water'])"
7439-96-5,MANGANESE,wave2,DUPLICATE,wave2_expansion,42,,water,True,13,rank_4_of_14,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(42,) 물질 14종 중 4순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7439-98-7,MOLYBDENUM,wave2,DUPLICATE,wave2_expansion,42,,water,True,13,rank_5_of_14,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(42,) 물질 14종 중 5순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7440-06-4,PLATINUM,wave2,DUPLICATE,wave2_expansion,42,,water,True,13,rank_6_of_14,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(42,) 물질 14종 중 6순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7440-16-6,RHODIUM (METAL FUME),wave2,DUPLICATE,wave2_expansion,42,,water,True,13,rank_7_of_14,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(42,) 물질 14종 중 7순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7440-22-4,SILVER,wave2,DUPLICATE,wave2_expansion,42,,combustible_reducing;water,True,13,rank_2_of_14,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(42,) 물질 14종 중 2순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7440-28-0,THALLIUM,wave2,DUPLICATE,wave2_expansion,42,,no_data,False,13,rank_12_of_14,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(42,) 물질 14종 중 12순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
7440-31-5,TIN,wave2,DUPLICATE,wave2_expansion,42,,combustible_reducing;water,True,13,rank_3_of_14,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(42,) 물질 14종 중 3순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7440-33-7,TUNGSTEN,wave2,DUPLICATE,wave2_expansion,42,,water,True,13,rank_8_of_14,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(42,) 물질 14종 중 8순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
7440-38-2,ARSENIC,wave2,DUPLICATE,wave2_expansion,42,,no_data,False,13,rank_13_of_14,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(42,) 물질 14종 중 13순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
7440-55-3,GALLIUM,wave2,DUPLICATE,wave2_expansion,42,,no_data,False,13,rank_14_of_14,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(42,) 물질 14종 중 14순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
7487-94-7,MERCURIC CHLORIDE,wave2,REVIEW,wave2_expansion,42;60,,combustible_reducing;metal;water,True,3,rank_1_of_4,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"동일 true_groups=(42, 60) 물질 4종 중 §10 근거 최상위(자기 근거 ['combustible_reducing', 'metal', 'water'])"
7647-10-1,PALLADIUM CHLORIDE,wave2,REVIEW,wave2_expansion,42;51;60,,combustible_reducing;water,True,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,KEEP_EMPIRICAL,"true_groups 조합 (42, 51, 60)이 dataset 내 유일(중복 없음) + 자기 §10 실질근거(['combustible_reducing', 'water'])"
7774-29-0,MERCURY IODIDE,wave2,REVIEW,wave2_expansion,42;59,,no_data,False,0,unique_signature_no_duplicate,0,NOT_CHECKED,False,REVIEW,"true_groups 조합 (42, 59)은 유일하나 §10 실질근거 없음(자료없음뿐) — group은 scarce 아님, 자동판정 보류"
7783-33-7,"MERCURIC POTASSIUM IODIDE, [SOLID]",wave2,DUPLICATE,wave2_expansion,42;60,,no_data,False,3,rank_2_of_4,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(42, 60) 물질 4종 중 2순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
7783-35-9,MERCURIC SULFATE,wave2,DUPLICATE,wave2_expansion,42;60,,no_data,False,3,rank_3_of_4,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(42, 60) 물질 4종 중 3순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
7783-36-0,MERCUROUS SULFATE,wave2,DUPLICATE,wave2_expansion,42;60,,no_data,False,3,rank_4_of_4,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(42, 60) 물질 4종 중 4순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
7789-47-1,MERCURIC BROMIDE,wave2,DUPLICATE,wave2_expansion,42;47,,combustible_reducing;metal;water,True,4,rank_3_of_5,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(42, 47) 물질 5종 중 3순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
10137-74-3,CALCIUM CHLORATE,wave2,REVIEW,wave2_expansion,50;61;68,,combustible_reducing;water,True,2,rank_2_of_3,0,NOT_CHECKED,False,MERGE_CANDIDATE,"동일 true_groups=(50, 61, 68) 물질 3종 중 2순위 — 자기 §10 근거는 있으나 상위 대표물질과 중복, 통합 검토 대상"
10326-21-3,MAGNESIUM CHLORATE,wave2,REVIEW,wave2_expansion,50,,no_data,False,29,rank_22_of_30,0,NOT_CHECKED,False,REMOVE_CANDIDATE,"동일 true_groups=(50,) 물질 30종 중 22순위 + §10 실질근거 없음 — 제거해도 coverage 손실 없음"
